지역,원본행,세부사업명,주요내용,주요내용_정제
경북,7005.0,경상북도 출산･육아지원 협의회 운영,경상북도 출산･육아지원 협의회 개최(3회),"지역축제시 출산장려, 모자보건사업 캠페인 전개"
경북,7006.0,행복더하기 UCC&사진 공모전,제4회 행복더하기 UCC&사진 공모전 개최,대중교통 및 언론매체를 활용한 출산장려 홍보 및 대학생과 함께하는 인구교육
경북,7012.0,미혼남녀 커플매칭,포항시에 주소를 둔 미혼남녀(2회 개최),저출산 극복 릴레이캠페인 실시 • 출산 친화적 기업 발굴을 통한출산장려 분위기 조성
경북,7015.0,임산부의 날 행사 개최,제11회 임산부의 날 기념행사 개최,출산분위기조성 문화공연 등
경북,7023.0,아빠애플(Edu&play) 프로그램 사업,아빠의 바람직한 육아참여 교육(1회),라디오방송(40초/1일 4회)
경북,7025.0,다둥이 가족사랑 한마당 행사,다둥이 가족사랑 행사(50세 이하 4자녀 이상을 둔 가정) • 저출산 극복 릴레이 캠페인 및 홍보부스 운영,"사업대상 : 배우자가 없는 母 또는 父와 만18세 미만(취학시 22세 미만)자녀로 이루어진 가정중 가구별 소득 인정액 기준 중위소득 60%이하 사업내용 : 직업훈련비, 생활자립금, 난방연료비, 건강관리비 등"
경북,7026.0,가족과 함께하는 건강걷기 대회,출산장려 걷기 캠페인,"3,000명, 1인당 50만지원"
경북,7027.0,인구의날 기념식 및 출산장려 공모전,"인구의 날 기념식, 출산장려 공모전 개최","산부인과 없는 4개군 지역 이동검진 1,300명, 차량교체"
경북,7028.0,저 출산 대응 인구교육,"공무원, 고등학생, 일반시민 대상 인구교육","가임여성 및 3개월미만 임산부 6,492명 혈액검사 실시"
경북,7029.0,출산장려 캠페인 및 홍보사업,출산장려 홍보관 운영 및 캠페인 등,"복지부 난임부부지원사업 시술 종료후 임신이 되지 않은 60명, 산전검사, 첩약지원 등 한방진료비"
경북,7030.0,출산･육아지원 사회분위기 조성사업,"출산과 양육에 대한 사회책임 강화교육 캠페인, 홍보 등",사업대상 : 셋째 자녀 임신 중이거나 만 13세 이하인 가정 • 사업내용 - 홍보영상 및 홍보물 제작 및 가입유도 - 연간 경남 i다누리카드 이용액의 0.2% 세외수입 세입 - 가맹업체 혜택 : 카드매출수수료 0.2% 할인 및 업체홍보 - 홍보 추진 : 인구보건복지협회 경남지회
경북,7031.0,저출산극복 주민인식개선 홍보 및 교육,지역사회 인프라활용 출산장려 홍보,"사업기간:2016.8월중 사업대상 : 90명(생후4, 5, 6개월 모유 수유아) 대한간호협회 경상남도간호사회 주관"
경북,7032.0,저출산극복 릴레이 캠페인,"지역축제시 출산장려, 모자보건사업 캠페인 전개","사업량 : 114명 지원대상 : 15개 시･군(아동복지시설 생활아동 및 취업 등 퇴소하는 아동) 사업내용 : 퇴소아동 자립정착금 지원 • 지원기준 : 5,000천원(인('14년까지 3,000천원 지원)"
경북,7035.0,출산장려 버스광고,관내 시내버스를 활용한 출산장려 홍보,"가정보호아동 1,068세대 부식비, 제수비, 요보호아동에 대한 자격취득비, 월세지원비"
경북,7036.0,남성 육아참여 프로그램 운영,아빠와 자녀가 함께하는 쪼물락 오감놀이 운영,어린이집 이용 아동 영유아 및 방과후 보육아동 107천명 상해 배상보험가입
경북,7037.0,다자녀 출산 모범가정 포상,다자녀 출산 모범가정 포상(표창패),"어린이집 보육교직원 23천명, 격무수당, 처우개선비 지원"
경북,7038.0,저출산극복 릴레이 캠페인,인구문제의 심각성 및 출산장려 홍보,"민간어린이집 2,040개소 난방연료비 지원"
경북,7039.0,자연과 동심이 어우러진 저출산 극복 행사,"출생아 아기탄생기념 나무행사, 나무와 함께 자라는 아이 행사",사업대상 : 도내 만34세 이하 청년구직자 사업내용 : IT분야 고급 및 전문가 양성 교육
경북,7040.0,출산장려정책 홍보,"대중언론매체, 대중교통을 활용한 홍보 • 군행사와 함께하는 캠페인 전개",추진대상 : 도내 20개 전대학 및 해외법인을 둔 국내기업 사업내용 : 기업맞춤형 해외트랙 개설로 양질의 청년 일자리 제공
경북,7041.0,저출산 극복을 위한 주민인식개선사업,저출산 극복 릴레이캠페인 실시 • 출산 친화적 기업 발굴을 통한출산장려 분위기 조성,비정규직근로자지원센터 : 4개소 • 여성 비정규직 근로자 상담 및 교육 • 여성 비정규직 근로자 권리 보장을 위한 홍보
경북,7046.0,저출산 극복 주민인식개선 홍보 및 교육,각종 홍보매체를 활용한 출산장려 홍보,남성 육아휴직 활성화 실시(100%)
경북,7047.0,인구의 날 기념식,출산분위기조성 문화공연 등,"농업창업박람회 참가 유치활동 : 40백만원 (서울, 부산 등)"
경북,7050.0,저출산 극복 주민인식개선 홍보사업,신도시 입주민과 함께하는 환영 릴레이 캠페인 • 저출산 극복 주민인식개선 택시 광고 등,"기초생활수급자, 차상위, 저소득 한부모 가정의 초등학생 자녀에게 1인 월3만원 학원비 지원"
경북,7051.0,저출산･고령사회 대응 홍보,"지역 언론매체를 통한 홍보, 주민인식개선 교육, 재래시장 및 시가지 가두 캠페인 등",기준 중위 소득 60%이하 가정의 성적우수 및 모범적인 대학생에게 1인 3백만원 이하 대학 첫학기 입학등록금 지원
경북,7052.0,저출산･고령사회대응사회 적합의 및 정책추진체계구축,사회단체가 주도하는 저출산 극복 캠페인 행사 개최,기초생활보장 수급자 자녀 교통비 지원 - 중･고등학생 교통비 : 분기 30천원
경북,7053.0,저출산 극복을 위한 인식개선･홍보강화,라디오방송(40초/1일 4회),고3 수험생 - 청소년동아리 및 연예인 초청 공연
광주,1926.0,청년창업 특례보증,청년창업가 대상 보증 지원,"청년고용에 적극적인 지역 기업을 공모, 심사 선정하여 고용환경개선 사업비(기업당 10백만원) 지원을 통해 청년고용 확대 도모"
광주,1928.0,청년일자리 발굴사업,청년에 직무경험 및 일자리제공 - 3~5개 공공 ․ 사회서비스 분야 일자리 사업 발굴 등,"금형, 자동차, 가전, 광, 문화 등 고용 보험법상 우선지원기업 15~34세 청년 미취업자"
광주,1929.0,행정인턴 청년 공공근로사업,직장생활 체험 및 직무역량 배양기회 제공,"맞춤형 교육 운영, 취업수당 200만원 지급(인당), 산 ․ 학 ․ 관(산업체, 특성화고, 시) 네트워크 구축 ․ 협약"
광주,1931.0,청년고용우수기업 근로환경개선,"청년고용에 적극적인 지역 기업을 공모, 심사 선정하여 고용환경개선 사업비(기업당 10백만원) 지원을 통해 청년고용 확대 도모",우리지역 출신 청년선수들에게 안정된 일자리를 제공하여 우수한 체육 인재로 성장기회 부여 및 우수선수 활용
광주,1932.0,찾아가는 청년취업 라운드테이블,"청년 다중 집합장소에서 청년취업 애로사항 청취 및 시책, 구인기업 정보제공 등을 통해 청년취업 창업 지원",청년 예비창업가 70명 지원
광주,1933.0,중소기업 청년인턴제,"금형, 자동차, 가전, 광, 문화 등 고용 보험법상 우선지원기업 15~34세 청년 미취업자",많은 여성일자리를 창출할 수 있는 고객 센터 산업을 육성하여 일자리창출에 기여
광주,1934.0,특성화고 맞춤형 취업약정,"맞춤형 교육 운영, 취업수당 200만원 지급(인당), 산 ․ 학 ․ 관(산업체, 특성화고, 시) 네트워크 구축 ․ 협약",문화기획자 육성을 통해 문화예술인의 창조활동을 제고하고 중진기획자로 육성
광주,1937.0,청년예비창업자 발굴육성,청년 예비창업가 70명 지원,모자보건 사업 홍보물 제작 등
광주,1944.0,건강한 모유 수유아 선발대회,모유수유의 중요성 강조 및 실천율 향상 도모,"다자녀 가정 양육부담 경감, 전국 소득평균 70%이하 가구, 둘째아 이상 영유아 본인 부담 병원비 전액지원(2년간 1백만원 한도)"
광주,1949.0,둘째아 이상 병원비 지원,"다자녀 가정 양육부담 경감, 전국 소득평균 70%이하 가구, 둘째아 이상 영유아 본인 부담 병원비 전액지원(2년간 1백만원 한도)",市임산부 전용주차구역 설치 ․ 운영조례 (ʼ12.11월)에 의거 공공기관 등 다중이용 시설
광주,1951.0,희망장난감 도서관 지원,희망장난감도서관 운영을 위한 자원봉사자 실비 지원,"아동생활시설 12개소 (양육시설 10, 일시 보호 1, 자립지원 1) 종사자 및 시설운영비"
광주,1953.0,다자녀가정우대아이사랑카 드,민 ․ 관 공동으로 다자녀 가정에게 다양한 경제적 ․ 문화적 혜택을 지원함으로써 출산 ․ 양육에 유리한 가족친화 사회를 조성,"아동 생활시설 27개소 아동 및 종사자 (아동수 782, 종사자 284) 심리치료비, 용돈, 종사자특별수당 수학여행경비, 참고서 등"
광주,1954.0,임산부 전용주차구역 표지판 구입,市임산부 전용주차구역 설치 ․ 운영조례 (ʼ12.11월)에 의거 공공기관 등 다중이용 시설,"5.5. 어린이날 행사, 포럼, 캠페인 등"
광주,1955.0,성폭력 예방인형극 학교 순회공연,아동 눈높이에 맞는 맞춤형 교육으로 성폭력 예방 및 건전한 성가치관 정립,5.11.(입양의날) 입양가족 및 유관단체 기념행사
광주,1956.0,아동복지시설지원,"아동생활시설 12개소 (양육시설 10, 일시 보호 1, 자립지원 1) 종사자 및 시설운영비",입양활성화를 위해 입양아동 1백만원/인 ․ 회(장애아 2백만원) 지원
광주,1958.0,생활시설아동 지원,"아동 생활시설 27개소 아동 및 종사자 (아동수 782, 종사자 284) 심리치료비, 용돈, 종사자특별수당 수학여행경비, 참고서 등","모 ․ 부자, 미혼모, 조손, 일반가정을 위해 건강가정지원센터에서 기념행사, 명랑운동회, 체험부스 등 운영"
광주,1959.0,어린이날행사 지원,"5.5. 어린이날 행사, 포럼, 캠페인 등","저소득 한부모가정 시설 5개소(모자시설 2, 미혼모 3) 인건비, 통합관리운영비 지원"
광주,1963.0,입양의 날 행사,5.11.(입양의날) 입양가족 및 유관단체 기념행사,"저소득 한부모가정 아동양육비 월 10만원, 학용품비 연5만원, 시설 입소자 생계비 월 5만원 등"
광주,1964.0,입양아동 축하금,입양활성화를 위해 입양아동 1백만원/인 ․ 회(장애아 2백만원) 지원,중위소득 52%이내의 한부모가정 세대당 월 5만원
광주,1967.0,한부모가족 복지시설 지원,"저소득 한부모가정 시설 5개소(모자시설 2, 미혼모 3) 인건비, 통합관리운영비 지원",어린이 놀이공간과 놀이문화의 확보로 아동의 건강한 성장과 발달을 도모
광주,1968.0,한부모가족 자녀교육비 지원,"저소득 한부모가정 아동양육비 월 10만원, 학용품비 연5만원, 시설 입소자 생계비 월 5만원 등","다문화식당 및 마트, 공방운영을 통한 다문화가족 일자리 창출"
광주,1969.0,저소득 한부모가족 자립지원,중위소득 52%이내의 한부모가정 세대당 월 5만원,출산가정에 대하여 출산축하금 지원으로 자녀출산에 따른 경제적 비용경감
광주,1975.0,다출산 다산왕 표창,다출산 가정에 대한 표창을 통해 출산 친화적 사회분위기 조성 및 주민 인식 개선을 통해 출산장려 분위기를 확산,기초수급자 6세미만의 영유아에게 매월 3만원의 영유아 건강수당 지급하여 저 소득층 가정의 자녀 양육부담 경감 및 건강한 성장지원
광주,1981.0,다자녀 가정 무료 스케일링 지원,임신 중 내분비장애 등 잇몸 및 치주 질환이 많이 발생하므로 다자녀 산모에게 스케일 링을 무료로 지원,셋째아 이상 가정에 20만원 출산축하금 지급
광주,1983.0,영유아 건강수당 지원,기초수급자 6세미만의 영유아에게 매월 3만원의 영유아 건강수당 지급하여 저 소득층 가정의 자녀 양육부담 경감 및 건강한 성장지원,맞춤형복지제도의 일환으로 직원 자녀 출산 시 출산축하금 지원
광주,1987.0,셋째아 이상 출산축하금 지급,셋째아 이상 가정에 20만원 출산축하금 지급,"무료 작명, 주례 등 서민생활도우미제"
광주,2003.0,"우리아기 EQ, IQ 쑥쑥! 오감발달놀이",영유아 맞춤형 발달교육으로 육아지원 서비스 강화,"셋째아 이상 출산가정, 자녀출생 전 부모 중 1인이 북구 거주 6개월 이상인 경우 지급"
